"path","extension","lines","bytes"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\i18n\vi_VN.lua",".lua","155","15821"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\i18n\zh_CN.lua",".lua","220","13250"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\init.lua",".lua","5","168"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\metadata.lua",".lua","16","282"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\init.lua",".lua","389","11476"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\amazing_grace.lua",".lua","90","2671"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\archery_attack.lua",".lua","81","2089"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\armor_invalidity.lua",".lua","52","1752"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\axe.lua",".lua","39","1332"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\blade.lua",".lua","36","1101"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\chitu.lua",".lua","24","545"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\collateral.lua",".lua","77","2564"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\crossbow.lua",".lua","37","1409"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\dayuan.lua",".lua","15","293"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\default_card_skill.lua",".lua","13","246"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\default_equip_skill.lua",".lua","38","1026"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\dilu.lua",".lua","30","716"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\dismantlement.lua",".lua","45","1317"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\double_swords.lua",".lua","37","1012"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\duel.lua",".lua","79","1985"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\eight_diagram.lua",".lua","101","2707"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\ex_nihilo.lua",".lua","38","880"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\god_salvation.lua",".lua","58","1336"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\halberd.lua",".lua","30","1025"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\ice_sword.lua",".lua","53","1670"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\indulgence.lua",".lua","40","994"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\init.lua",".lua","45","1412"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\jink.lua",".lua","38","867"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\jueying.lua",".lua","15","292"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\kylin_bow.lua",".lua","59","1990"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\lightning.lua",".lua","74","1906"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\nioh_shield.lua",".lua","86","2607"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\nullification.lua",".lua","38","881"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\peach.lua",".lua","73","1966"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\qinggang_sword.lua",".lua","178","7259"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\savage_assault.lua",".lua","81","2089"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\slash.lua",".lua","105","3618"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\snatch.lua",".lua","72","2202"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\spear.lua",".lua","27","574"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\zhuahuangfeidian.lua",".lua","15","310"
"freekill-web\apps\web\public\fk\packages\freekill-core\standard_cards\pkg\skills\zixing.lua",".lua","15","293"
"freekill-web\apps\web\public\fk\packages\freekill-core\test\init.lua",".lua","83","3618"
"freekill-web\apps\web\public\fk\packages\freekill-core\test\skills\change_hero.lua",".lua","60","2230"
"freekill-web\apps\web\public\fk\packages\freekill-core\test\skills\cheat.lua",".lua","52","1656"
"freekill-web\apps\web\public\fk\packages\freekill-core\test\skills\control.lua",".lua","32","778"
"freekill-web\apps\web\public\fk\packages\freekill-core\test\skills\damage_maker.lua",".lua","148","5074"
"freekill-web\apps\web\public\fk\packages\freekill-core\test\skills\test_rende.lua",".lua","50","1741"
"freekill-web\apps\web\public\fk\packages\freekill-core\test\skills\test_zhenggong.lua",".lua","22","678"
"freekill-web\apps\web\public\fk\packages\freekill-core\test\skills\test_zhijian.lua",".lua","33","1408"
"freekill-web\apps\web\scripts\sync-fk-assets.mjs",".mjs","108","4999"
"freekill-web\apps\web\src\App.tsx",".tsx","10","372"
"freekill-web\apps\web\src\components\ChatBox.tsx",".tsx","47","1865"
"freekill-web\apps\web\src\components\CreateRoomDialog.tsx",".tsx","78","3684"
"freekill-web\apps\web\src\components\RoomList.tsx",".tsx","58","2323"
"freekill-web\apps\web\src\components\VmDebugPanel.tsx",".tsx","97","4679"
"freekill-web\apps\web\src\diag\memStats.ts",".ts","61","2720"
"freekill-web\apps\web\src\i18n\zh.ts",".ts","31","1161"
"freekill-web\apps\web\src\main.tsx",".tsx","12","276"
"freekill-web\apps\web\src\net\gatewayClient.ts",".ts","92","3009"
"freekill-web\apps\web\src\pages\LobbyPage.tsx",".tsx","74","3944"
"freekill-web\apps\web\src\pages\LoginPage.tsx",".tsx","55","2917"
"freekill-web\apps\web\src\stores\cardFaceStore.ts",".ts","59","2076"
"freekill-web\apps\web\src\stores\cardStore.ts",".ts","163","6474"
"freekill-web\apps\web\src\stores\detailStore.ts",".ts","19","664"
"freekill-web\apps\web\src\stores\focusStore.ts",".ts","37","1494"
"freekill-web\apps\web\src\stores\gameStore.ts",".ts","228","8329"
"freekill-web\apps\web\src\stores\index.ts",".ts","210","8125"
"freekill-web\apps\web\src\stores\interactionStore.ts",".ts","100","4419"
"freekill-web\apps\web\src\stores\logStore.ts",".ts","24","779"
"freekill-web\apps\web\src\stores\popupStore.ts",".ts","247","11959"
"freekill-web\apps\web\src\stores\timerStore.ts",".ts","55","2461"
"freekill-web\apps\web\src\stores\vmStore.ts",".ts","375","20416"
"freekill-web\apps\web\src\table\areas.ts",".ts","60","2766"
"freekill-web\apps\web\src\table\CardFaceView.tsx",".tsx","122","6157"
"freekill-web\apps\web\src\table\CardLayer.tsx",".tsx","142","6420"
"freekill-web\apps\web\src\table\CountdownBar.tsx",".tsx","69","3299"
"freekill-web\apps\web\src\table\Dashboard.tsx",".tsx","178","9648"
"freekill-web\apps\web\src\table\EquipArea.tsx",".tsx","89","4585"
"freekill-web\apps\web\src\table\GameLogPanel.tsx",".tsx","50","2126"
"freekill-web\apps\web\src\table\GameOverModal.tsx",".tsx","122","5952"
"freekill-web\apps\web\src\table\GeneralCard.tsx",".tsx","72","3578"
"freekill-web\apps\web\src\table\GeneralDetailModal.tsx",".tsx","79","3941"
"freekill-web\apps\web\src\table\HpBar.tsx",".tsx","55","2700"
"freekill-web\apps\web\src\table\JudgeArea.tsx",".tsx","59","2855"
"freekill-web\apps\web\src\table\Photo.tsx",".tsx","229","12686"
"freekill-web\apps\web\src\table\PhotoFocusBar.tsx",".tsx","53","2392"
"freekill-web\apps\web\src\table\processPrompt.ts",".ts","44","1943"
"freekill-web\apps\web\src\table\PromptText.tsx",".tsx","24","1263"
"freekill-web\apps\web\src\table\RequestPopup.tsx",".tsx","271","13874"
"freekill-web\apps\web\src\table\RoomScene.tsx",".tsx","46","1634"
"freekill-web\apps\web\src\table\seatLayout.ts",".ts","115","5088"
"freekill-web\apps\web\src\table\skin.ts",".ts","168","7022"
"freekill-web\apps\web\src\table\Stage.tsx",".tsx","30","1206"
"freekill-web\apps\web\src\table\useLongPress.ts",".ts","58","2356"
"freekill-web\apps\web\src\table\WaitingRoom.tsx",".tsx","95","4617"
"freekill-web\apps\web\src\table\waitingState.ts",".ts","44","1365"
"freekill-web\apps\web\src\vite-env.d.ts",".ts","7","164"
"freekill-web\apps\web\src\vm\clientVm.ts",".ts","489","21870"
"freekill-web\apps\web\test\cardFace.test.ts",".ts","55","2257"
"freekill-web\apps\web\test\cardStore.test.ts",".ts","88","4899"
"freekill-web\apps\web\test\focusStore.test.ts",".ts","32","1216"
"freekill-web\apps\web\test\interactionStore.test.ts",".ts","82","3560"
"freekill-web\apps\web\test\popupStore.test.ts",".ts","139","6937"
"freekill-web\apps\web\test\processPrompt.test.ts",".ts","62","2548"
"freekill-web\apps\web\test\skin.test.ts",".ts","90","4639"
"freekill-web\apps\web\test\table.test.ts",".ts","102","4019"
"freekill-web\apps\web\test\timerStore.test.ts",".ts","48","2103"
"freekill-web\apps\web\test\useLongPress.test.ts",".ts","58","2059"
"freekill-web\apps\web\test\waitingState.test.ts",".ts","48","1868"
"freekill-web\apps\web\tsconfig.json",".json","13","311"
"freekill-web\apps\web\vite.config.ts",".ts","10","405"
